bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
1011660061,1030736,310 West End Ave,10023,Multifamily Housing,0,1925,85836,1,16,97.6,,,5.15,Multifamily Home,,0,1332136.64,148,130466.76,,,66,,,,4597402.41
1012450080,1033824,316 W 84 Street,10024,Multifamily Housing,0,1950,51450,1,6,107.6,,,6.06,Multifamily Home,,0,781117.38,48,71824.12,,,42,,,,3323274.3
1012507504,1087679,595 West End Ave,10024,Multifamily Housing,0,1922,55190,1,15,160.1,,,7.73,Multifamily Home,"{'Multifamily Home': 53190.0, 'Other': 2000.0}",0,1388600.19,79,116062.5,,,41,,,,4141487.06
1018407501,1084015,100 Manhattan Ave,10025,Multifamily Housing,0,1983,87732,11,3,136.7,,,5.16,Multifamily Home,,0,1547523.97,179,6032283.33,,,77,,,,
1013340010,1038652,325 E 41 Street,10017,Multifamily Housing,0,1929,110934,1,10,199.3,,,12.55,Multifamily Home,,0,2082456.82,154,83496.36,,,95,,,,7705670.26
1006370081,1012011,167 Perry Street,10014,Multifamily Housing,0,1961,60000,1,6,136.3,,,4.81,Multifamily Home,,0,1595708.46,75,110460,,,75,,,2988120,
1018910035,1057225,325 Riverside Dr.,10025,Multifamily Housing,0,1921,74899,1,13,104,,,5.19,Multifamily Home,,0,1022014.01,140,161603.33,,,52,,,,5395156.98
1012470047,1033925,328 W 86 Street,10024,Multifamily Housing,0,1924,52194,1,15,125.5,,,7.59,Multifamily Home,,0,747136.43,76,129090.56,,,47,,,,3853278.96
1021770234,1079979,330-340 Haven Ave.,10033,Multifamily Housing,0,1952,199468,1,6,110.2,,,5.92,Multifamily Home,"{'Multifamily Home': 199468.0, 'Parking': 11000.0}",0,3298183.95,249,7571590.91,,,192,,,10442433.52,
1006410010,1012075,130 Jane Street,10014,Multifamily Housing,0,1916,50820,1,6,149.9,,,5.08,Multifamily Home,,0,1412370.98,84,2820606.25,,,58,,,,
1001430021,1001553,335 Greenwich Street,10013,Multifamily Housing,0,1929,55800,1,13,147.5,,,7.46,Multifamily Home,"{'Multifamily Home': 51508.0, 'Other': 4292.0}",0,994564.52,50,76031.25,,,27,,4298157.29,,
1006200019,3075746,350 Bleecker Street,10014,Multifamily Housing,0,1918,83498,1,7,129.6,,,4.62,Multifamily Home,"{'Multifamily Home': 78328.0, 'Retail': 5170.0, 'Parking': 9500.0}",0,1934922.16,233,4216060,,,137,,,,
3003207503,3345585,29 Tiffany Place,11231,Multifamily Housing,0,1915,83954,3,8,142,,,5.16,Multifamily Home,,0,1876567.38,165,5004320,,,71,,,,
1012240023,1032537,123 W 93 Street,10025,Multifamily Housing,0,1956,107243,1,10,112,,,6.12,Multifamily Home,,0,1631930.19,149,327553.84,,,87,,,,6104698.93
1013970001,1042023,563 Park Ave,10065,Multifamily Housing,0,1957,57847,1,13,147,,,5.35,Multifamily Home,,0,1387785.96,31,2550740,,,19,,,1386905,
1005910026,1010188,3 Sheridan Square,10014,Multifamily Housing,0,1958,158132,1,17,186,,,6.39,Multifamily Home,"{'Multifamily Home': 146982.0, 'Supermarkets/Grocery': 11150.0, 'Parking': 10200.0}",0,5847549.49,191,319083.33,,,154,,,3947409.01,
2033110120,2017357,200 East 205th Street,10458,Multifamily Housing,0,1943,81000,1,6,113.6,,,6.99,,,,,,,,,,,,,
5028330031,5122638,20 Cliff Street,10305,Multifamily Housing,0,1964,139824,1,9,118,,,4.32,Multifamily Home,,0,2469128.25,154,7096613.95,,,122,,,,
1014527501,"1045197;1088606",303 East 77th Street,10075,Multifamily Housing,0,2008,68172,1,19,109,,,3.8,Multifamily Home,,0,1555012.98,64,2345745.59,,,32,,,,
1010677503,1088175,462 West 58th Street,10019,Multifamily Housing,0,2008,109797,1,10,93.7,,,3.34,Multifamily Home,,0,2552396.78,62,4032458.82,,,31,,,,
4077390003,"4444468;4444472;4458542;4444460;4444461;4444463;4444465;4453075;4453081;4453084;4444473;4444467;4453097;4444464;4453088;4444462;4444466;4444469;4444470;4444471;4444474;4444475;4444476;4445149;4453074;4453076;4453077;4453078;4453079;4453080;4453082;4453083;4453085;4453086;4453087;4453089;4453091;4453092;4453093;4453094;4453095;4453096;4453098;4453099;4453100;4453101;4453102;4453103;4453104;4453105;4453106;4453107;4453108;4453109",73-69 217th Street,11364,Multifamily Housing,0,1952,152364,102,2,233.1,,,9.02,Multifamily Home,,0,3806832.7,388,19513771.77,,,194,,,,
4077420003,"4453140;4444487;4453143;4444481;4445151;4453128;4453125;4453112;4453134;4444477;4444479;4444482;4444486;4444492;4444478;4444485;4444488;4444496;4444489;4458543;4453132;4444491;4453117;4444480;4444483;4444484;4444490;4444493;4444494;4444495;4444497;4453110;4453111;4453113;4453114;4453115;4453116;4453118;4453119;4453120;4453121;4453122;4453123;4453124;4453126;4453127;4453129;4453130;4453131;4453133;4453135;4453136;4453137;4453138;4453139;4453141;4453142",73-36 Springfield Boulevard,11364,Multifamily Housing,0,1950,221621,148,2,230.5,,,8.92,Multifamily Home,,0,5239718.02,552,29085217.14,,,276,,,,
4077550003,"4440751;4440752;4440754;4440758;4440761;4440762;4440765;4440766;4440767;4440771;4440773;4440775;4440776;4440778;4440780;4453185;4453186;4453189;4453191;4453193;4453195;4453197;4453199;4453200;4453202;4453203;4453204;4453205;4453206;4453207;4453209;4453210;4453211;4453214;4838407;4453213;4440781;4453196;4440759;4440760;4440772;4453198;4440763;4440770;4453212;4440750;4440757;4440769;4440768;4440777;4440753;4440764;4440774;4440779;4453187;4453188;4453190;4453192;4453194;4453201;4453208",219-02 74th Avenue,11364,Multifamily Housing,0,1950,124662,62,2,209.5,,,8.19,Multifamily Home,,0,2489151.37,252,14241885.08,,,126,,,,
4077540003,"4453150;4453184;4453179;4453159;4453169;4444513;4444515;4444516;4444519;4444520;4444521;4444522;4444523;4444526;4541097;4541101;4541105;4541112;4444518;4444514;4444531;4453155;4453168;4444517;4444524;4444525;4444527;4444528;4444529;4444530;4444532;4444533;4444534;4444535;4444536;4453149;4453151;4453152;4453153;4453154;4453156;4453157;4453158;4453160;4453161;4453162;4453163;4453164;4453165;4453166;4453167;4453170;4453171;4453172;4453173;4453174;4453175;4453176;4453177;4453178;4453180;4453181;4453182;4453183;4541118;4541036;4541037;4541038;4541039;4541040;4541041;4541042;4541043;4541044;4541045;4541046;4541047;4541048;4541049;4541050;4541051;4541052;4541053;4541054;4541055;4541056;4541057;4541058;4541059;4541061;4541062;4541063;4541064;4541065;4541066;4541067;4541068;4541069;4541070;4541071;4541072;4541073;4541074;4541075;4541076;4541077;4541078;4541079;4541080;4541081;4541082;4541083;4541084;4541085;4541086;4541087;4541088;4541089;4541090;4541091;4541092;4541093;4541094;4541095;4541096;4541098;4541099;4541100;4541102;4541103;4541104;4541106;4541107;4541108;4541109;4541110;4541111;4541113;4541114;4541115;4541116;4541117;4541119;4541120;4541121;4541122;4541123;4541124;4541125;4541126;4541127;4541128;4541129;4541130;4541131",217-02 75th Avenue,11364,Multifamily Housing,0,1952,235472,160,2,233.1,,,9.03,Multifamily Home,,0,5632389.71,592,32231919.35,,,296,,,,
3002080331,3001510,160 Columbia Heights,11201,Multifamily Housing,0,1937,89308,1,11,98.9,,,3.64,,,,,,,,,,,,,
2032730150,2086839,441 East Fordham Road,10458,K-12 School,62,1972,163812,1,3,149.9,,,4.62,K-12 School,,0,4721149.25,,2053955,,,,,,3664767.9,
1005770039,1009717,80 5th Ave,10010,Office,0,1908,132740,1,17,161.8,,,5.83,Office,"{'Retail': 3800.0, 'Other': 8000.0, 'Medical Office': 3610.0, 'Office': 117330.0}",0,6126695.76,,2824.62,,4.01,,,,,3981617.61
1021170001,1062746,559 W 158th St,10032,Multifamily Housing,0,1910,54000,1,6,130.8,,,6.63,,,,,,,,,,,,,
2029880004,2117123,1468 Hoe Ave,10460,Multifamily Housing,0,2010,90651,1,8,109.4,,,3.97,,,,,,,,,,,,,
1015300034,1048745,228 E 85th St,10028,Multifamily Housing,0,1946,55280,1,14,157.2,,,7.48,Multifamily Home,,0,1636580.55,69,39346.39,,,62,,,3361226.9,
2059040086,2085777,3755 Henry Hudson Parkway,10463,Multifamily Housing,0,1961,151800,1,12,97,,,4.44,Multifamily Home,,0,2291066.7,,426881.82,,,93,,8268107.84,,
1013080033,1036473,880 Third Ave,10022,Office,34,1964,142235,1,18,258,,,10.59,Office,,0,7865180.32,,,8906046,1.24,,,,,
1014370022,"1044369;1044381",359 E 62nd St,10021,Multifamily Housing,0,1930,55896,1,13,119.9,,,6.48,Multifamily Home,,0,918423.45,56,151680.65,,,55,,,4233974.9,
1012870052,1035474,485 Madison Ave,10022,Office,73,1985,263067,1,24,233.5,,,7.51,Office,,0,17118016.1,,3327251.26,14670329.31,4.56,,,,,
1016220043,"1086216;1051678;1811227;1803099;1051680",58 East 117th Street,10035,Multifamily Housing,0,2001,63882,1,6,93.5,,,4.19,Multifamily Home,,0,526077.64,111,1659629.03,,,54,,,876957.37,
1000920005,"1001269;1001270",161 Williams St,10038,College/University (Campus-Level),0,1985,187518,1,22,178.4,,,5.76,Other,"{'Other': 127145.0, 'Office': 60373.0}",0,8688584.76,,,2773662,9.94,,,,,
1016220020,"1074189;1086007",75 East 116th Street,10029,Multifamily Housing,0,2000,96735,2,6,170.1,,,6.96,Multifamily Home,,0,2697703.69,156,5952074.19,,,76,,,1804640.79,
4021320054,4051253,66-10 Yellowstone Boulevard,11375,Multifamily Housing,0,1958,62508,2,6,135.4,,,8.25,Multifamily Home,,0,958648.02,,10066.67,,,62,,,,5604287.98
1005970012,1010362,315 Hudson St,10013,Office,79,1908,427972,1,10,174.7,,,5.98,Office,"{'Retail': 47059.0, 'Office': 380913.0}",0,19049279.2,,5103.15,,2.62,,,,,11321223.49
1015300019,1073220,245 East 84th Street,10028,Multifamily Housing,0,1986,69000,1,20,132.5,,,5.81,Multifamily Home,,0,1923218.05,82,121341.57,,,82,,,3665177.48,
1013130014,1037166,133 East 58th Street,10022,Medical Office,22,1930,118146,1,14,282.8,,,9.71,Medical Office,,0,7976545.98,,,4234969.77,,,,,,
1012920052,1035789,575 Madison Avenue,10022,Office,41,1950,365347,1,25,273.7,,,9.64,Office,"{'Office': 365347.0, 'Parking': 20000.0}",0,25941789.81,,,19035595.35,1.2,,,,,
1013180033,1037578,228 East 45th Street,10017,Office,74,1929,213052,1,16,206.7,,,7.52,Office,"{'Retail': 5000.0, 'Office': 208052.0}",0,12260480.09,,1316505.88,,2.19,,,,,5969801.92
1008410008,1016035,55 West 39th Street,10018,Office,78,1926,114421,1,16,180.9,,,5.89,Office,,0,5976351.32,,,2348983.16,2.21,,,,,
4033380030,4079739,8340 Austin Street,11415,Multifamily Housing,0,1956,146750,1,7,133,,,4.97,Multifamily Home,,0,2905156.54,,9045654.84,,,148,,,277381,
2057040050,2083162,224-230 Naples Terrace,10463,Multifamily Housing,0,1927,131140,2,6,99.9,,,6.36,Multifamily Home,,0,1161469.4,122,219347.21,,,84,,,,8868582.07
4021270018,"4432033;4432032",102-17/18 64th Road/Avenue,11375,Multifamily Housing,0,1949,108000,3,6,135.5,,,5.27,Multifamily Home,,0,1584362.2,156,9985782.35,,,120,,,485416.75,
1014530021,1045251,351-353 E 78th St,10021,Multifamily Housing,0,1986,53662,1,19,125.2,,,5.28,Multifamily Home,,0,1370288.59,67,30367.74,,,65,,,2836401.22,
1008010034,"1085978;1015012;1015013;1085977;1085976",100 West 26th Street,10001,Multifamily Housing,0,2001,263760,2,33,157.7,,,6.04,Multifamily Home,"{'Multifamily Home': 263760.0, 'Parking': 15000.0}",0,6896183.31,172,19007541.94,,,228,,,,1333145.54
1008430003,1016070,77 5th Ave,10003,Multifamily Housing,0,1984,63255,1,19,166.2,,,6.6,Multifamily Home,,0,2367180.66,74,1358600,,,72,,,2199022.88,
1010410019,1086093,311 West 50th Street,10019,Multifamily Housing,0,2001,81050,1,7,146.2,,,4.94,Multifamily Home,"{'Multifamily Home': 77050.0, 'Medical Office': 4000.0, 'Parking': 0.0}",0,2665030.01,104,3564547.86,,,102,,,,
1015600001,1050360,401 East 80th Street,10075,Multifamily Housing,0,1980,317079,1,35,212,,,8.5,Multifamily Home,"{'Multifamily Home': 264944.0, 'Retail': 52135.0}",0,9652202.08,343,4051021.96,,,311,,,,
1015320016,1076327,237-247 E 86th St,10028,Multifamily Housing,0,1989,104440,1,18,111.7,,,5.28,Multifamily Home,,0,2211163.33,109,146900,,,108,,,4780853.91,
1010450012,1025409,321 W 54th St,10019,Multifamily Housing,0,2001,96000,1,7,118.7,,,4.22,Multifamily Home,,0,2163110.59,132,3979696.77,,,110,,,,
1005780047,"1009723;1804012",250 Hudson Street,10013,Office,78,1929,332960,1,14,220.8,,31.14,6.83,Office,"{'Retail': 14439.0, 'Office': 318521.0}",0,19062872.47,,10137410.97,,4.73,,,,,0
4021330036,4051254,66-36 Yellowstone Boulevard,11375,Multifamily Housing,0,1964,272000,1,28,184.8,,,7.51,Multifamily Home,,0,6187511.27,540,34660358.82,,,244,,,1455556.8,
1013670035,1040465,430 East 56th Street,10022,Multifamily Housing,0,1955,90000,1,13,115.9,,,6.37,,,,,,,,,,,,,
1015310035,1048779,225 East 85th Street,10028,Multifamily Housing,0,1986,81100,2,26,122.3,,,5.23,Multifamily Home,,0,1989099.31,112,1033874.19,,,100,,,2790402.67,
1015180033,1048122,171 East 89th Street,10128,Multifamily Housing,0,1980,76000,1,13,154.4,,,6.72,Multifamily Home,,0,2287488.78,101,191876.66,,,96,,,3779244.54,
1007010062,1088120,316 11th Avenue,10001,Multifamily Housing,0,2008,264081,1,34,138.1,,,5.18,Multifamily Home,"{'Multifamily Home': 260081.0, 'Retail': 4000.0}",0,5181287.1,,22624498.39,,,369,,,,
1004450014,1085556,94 East 4th Street,10003,Multifamily Housing,0,1997,72000,1,9,175.1,,,6.49,Multifamily Home,,0,3198345.95,108,110309.51,,,86,,,2826235.01,
3023247501,"3397389;3319523",27 North 6th Street,11211,Multifamily Housing,0,2007,113434,1,9,120,,,4.2,Multifamily Home,,0,2681342.47,,6443300,,,96,,,,
1011200051,1028251,48 West 68th Street,10023,Multifamily Housing,0,1986,53000,1,11,142.8,,,5.02,Multifamily Home,,0,1590861.4,66,2719322.58,,,45,,,,
3023327501,3391328,34 North 6th Street,11211,Multifamily Housing,0,2007,276562,1,9,93.9,,,3.61,Multifamily Home,,0,3284703.28,,15195000,,,251,,,,
2028879100,2115757,1450 Clay Avenue,10456,Multifamily Housing,0,2007,144560,1,8,108.2,,,4.99,Multifamily Home,,0,2727703.04,209,1025599.08,,,98,,,5814183.14,
2052280041,"2809409;2812887;2091671;2102474;2102434",3300 Palmer Avenue,10475,Multifamily Housing,0,1999,145330,3,4,111.2,,,4.86,Multifamily Home,,0,2891350.28,314,1355435.29,,,135,,,5913346.85,
2030810008,2114116,2120 Hughes Avenue,10457,Multifamily Housing,0,1995,63340,1,6,138,,,5.15,Multifamily Home,,0,1410086.49,131,3423648.39,,,63,,,,
2031420090,2817460,1971 Webster Avenue,10457,Multifamily Housing,0,2002,93327,1,8,141.1,,,5.85,,,,,,,,,,,,,
1016220037,"1051675;1813077",1652 Park Avenue,10035,Multifamily Housing,0,2004,70588,1,6,128,,,5.86,Multifamily Home,,0,1647925.27,123,354832.26,,,60,,,3485775.3,
1006957503,1012345,555 West 23rd Street,10011,Multifamily Housing,0,2005,310612,1,14,172.4,,,5.96,Multifamily Home,"{'Multifamily Home': 290612.0, 'Other': 4000.0, 'Office': 16000.0, 'Parking': 0.0}",0,11219969.84,352,16266613.13,,0.63,336,,,,
1013670031,1040464,440 East 56th Street,10022,Multifamily Housing,0,1955,90000,1,13,108.9,,,5.77,,,,,,,,,,,,,
2024520015,2002650,1136 Sherman Avenue,10456,Multifamily Housing,0,1935,52000,1,6,195,,,8.0,,,,,,,,,,,,,
2028350016,2008009,1515 Grand Concourse,10452,Multifamily Housing,0,1935,73692,1,6,136.3,,,7.78,,,,,,,,,,,,,
2027430030,2006023,1057 Hoe Avenue,10459,Multifamily Housing,0,1935,53744,1,8,203.8,,,8.68,,,,,,,,,,,,,
2033450011,2018299,3136 Perry Avenue,10467,Multifamily Housing,0,1935,50000,1,6,125.5,,,7.38,Multifamily Home,,0,657710.77,113,,,,47,,3675298.25,,
2025320015,2003533,1344 University Avenue,10452,Multifamily Housing,0,1942,55000,1,5,145.8,,,6.17,,,,,,,,,,,,,
2024530035,2002690,1226 Sherman Avenue,10456,Multifamily Housing,0,1942,67114,1,6,120.1,,,6.69,,,,,,,,,,,,,
2024520054,2002665,230 East 167th Street,10456,Multifamily Housing,0,1946,77986,1,7,156.7,,,8.13,,,,,,,,,,,,,
2024530041,2002691,1240 Sherman Avenue,10456,Multifamily Housing,0,1942,63535,1,6,192.3,,,8.41,,,,,,,,,,,,,
2028090005,2007701,1916 Grand Concourse,10457,Multifamily Housing,0,1937,60000,1,5,207.1,,,8.33,,,,,,,,,,,,,
2024530030,2002689,1210 Sherman Ave.,10456,Multifamily Housing,0,1942,53000,1,6,189.2,,,7.98,,,,,,,,,,,,,
2024890054,2003014,1265 Gerard Avenue,10452,Multifamily Housing,0,1935,67724,1,6,127.8,,,7.0,,,,,,,,,,,,,
2031560027,2013640,2055 Anthony Avenue,10457,Multifamily Housing,0,1935,74580,1,6,144.9,,,8.56,Multifamily Home,,0,1141006.92,187,,,,78,,8290085.95,,
2033150098,2017467,2781 Grand Concourse,10468,Multifamily Housing,0,1940,53406,1,5,118.3,,,6.49,,,,,,,,,,,,,
2024310001,2002161,1230 Teller Avenue,10456,Multifamily Housing,0,1948,73724,1,8,200.7,,,8.15,,,,,,,,,,,,,
2033150094,2017466,2791 Grand Concourse,10467,Multifamily Housing,0,1932,52758,1,5,122.7,,,6.89,,,,,,,,,,,,,
2028000013,2007515,176 East 176th Street,10457,Multifamily Housing,0,1939,69000,1,6,85,,,5.82,,,,,,,,,,,,,
2031590001,2013733,2300 Grand Concourse,10458,Multifamily Housing,0,1942,79284,1,6,157,,,6.89,,,,,,,,,,,,,
2033180007,2017497,5 East 196 Street,3318,Multifamily Housing,0,1946,51896,1,6,145.9,,,,,,,,,,,,,,,,
2028790253,2009147,1860 Billingsley Terrace,10453,Multifamily Housing,0,1942,64614,1,6,118.1,,,5.65,,,,,,,,,,,,,
2028080062,2007689,161-165 East 179th Street,10467,Multifamily Housing,0,1935,93400,1,6,131.4,,,7.65,,,,,,,,,,,,,
4000390182,4000210,51-02 21st Street,11101,Other,0,1906,136500,1,7,56.8,,,2.26,Other,,0,1111506.77,,4621100,,,,,,,
3009960021,3021771,168 7th Street,11215,Other,0,1915,96415,1,3,80.2,,,2.58,Other,,0,1857178.9,,1892800,,,,,,,
3004480013,3330267,505 Carroll Street,11215,Other,0,1905,101395,2,3,57.1,,,1.78,Other,,0,1534007.9,,969000,,,,,,,
2039260031,2028717,1580 Thieriot Avenue,10460,Multifamily Housing,0,1930,62430,1,5,106.1,,,4.25,Multifamily Home,,0,780693.01,60,3810970.97,,,50,,0,,
2039260024,2028716,1562 Thieriot Avenue,10460,Multifamily Housing,0,1930,65130,1,5,92.6,,,3.74,Multifamily Home,,0,748560.33,68,3592074.19,,,54,,0,,
4033340058,4079585,75-40 Austin St.,11375,Multifamily Housing,0,1940,116200,1,6,88.4,,,3.46,,,,,,,,,,,,,
4021350050,4051267,102-55 67th Dr.,11372,Multifamily Housing,0,1952,80080,1,6,116.8,,,4.65,,,,,,,,,,,,,
4032927501,4078799,110-31 73rd Rd.,11372,Multifamily Housing,0,1938,94744,1,6,95.7,,,3.89,,,,,,,,,,,,,
4014740047,4036260,3751 86th St,11432,Multifamily Housing,0,1955,69654,1,6,134.9,,,5.33,,,,,,,,,,,,,
4014340029,4035326,86-11 34th Ave.,11372,Multifamily Housing,0,1951,73800,1,6,137.7,,,5.64,,,,,,,,,,,,,
4098030024,4209734,89-00 170th St.,11432,Multifamily Housing,0,1963,151710,1,12,115.3,,,4.55,,,,,,,,,,,,,
4006330078,4009465,25-98 36 Street,11103,Multifamily Housing,0,1931,51431,1,6,114.5,,,4.6,Multifamily Home,,0,678706.2,62,2074164.78,,,60,,,2427477.28,
1021390214,1063424,70 Haven Avenue,10032,Multifamily Housing,0,1925,71582,1,6,81.2,,,4.96,Multifamily Home,,0,681482.15,224,88701.5,,,54,,,,3645148.59
1007690031,1013979,205 West 19th Street,10011,Multifamily Housing,0,1913,84083,1,12,86,,,3.93,Multifamily Home,"{'Multifamily Home': 77683.0, 'Retail': 6400.0}",0,1594202.54,38,197250,,,19,,,,3200951.23
1008160059,1015296,30 West 15th Street,10011,Multifamily Housing,0,1908,65151,1,12,75.3,,,3.6,Multifamily Home,"{'Multifamily Home': 60151.0, 'Other': 5000.0}",0,844632.84,24,392954.84,,,21,,,2032049.81,
1000110014,1085816,26 Beaver St.,10004,Multifamily Housing,0,1909,54091,1,19,115.2,,,6.16,Multifamily Home,"{'Multifamily Home': 52091.0, 'Office': 2000.0}",0,871927.73,20,50681.82,,2.3,20,,,3828082.59,
1019017501,1086531,106 West 117th Street,10026,Multifamily Housing,0,2005,51671,1,6,105.7,,,3.81,,,,,,,,,,,,,
1019027501,1057433,101 West 117th Street,10026,Multifamily Housing,0,2005,36269,1,6,104.5,,,3.82,,,,,,,,,,,,,
1022480024,1065067,139 Payson Ave,10034,Multifamily Housing,0,1930,60000,1,6,109.9,,,6.49,,,,,,,,,,,,,
2057230084,"2091866;2091867",25 & 55 Knolls Crescent,10463,Multifamily Housing,0,1954,299616,2,10,112.9,,,4.31,Multifamily Home,,0,4632225.82,580,16715166.28,,,252,,,1248214.5,
2057717501,2083983,3636 Fieldston Road,10463,Multifamily Housing,0,1950,118406,1,6,127.4,,,6.27,Multifamily Home,,0,2287402.6,103,411558.06,,,107,,6005240.86,,
4050250008,4113840,144-10 Roosevlet Avenue,11354,Multifamily Housing,0,1973,72156,1,6,154.3,,,5.63,Multifamily Home,"{'Multifamily Home': 71296.0, 'Office': 860.0}",0,1711267.93,101,2295370.59,,2.33,84,,,2581611.32,
4050460040,4114655,142-19 Barclay Avenue,11355,Multifamily Housing,0,1959,52150,1,6,169.4,,,6.63,Multifamily Home,,0,1179377.47,49,3292000,,,63,,,935702.13,
4050210001,4113627,142-01 41st Avenue,11355,Multifamily Housing,0,1963,115465,1,6,146.7,,,8.07,Multifamily Home,,0,2208896.69,108,790811.76,,,106,,,,10007520.95
1019240021,"1081321;1081327;1081329;1081325;1081324;1081326;1081323;1081322;1081330;1081328",208 West 119th Street,10026,Multifamily Housing,0,1900,162977,10,5,147,,,7.51,Multifamily Home,,0,3371017.33,208,979656.39,,,161,,9783410.36,,
2023160001,,101 Lincoln avenue,10454,Office,96,1967,52500,1,2,103.3,,,3.57,,,,,,,,,,,,,
4006270030,4009147,28-30 34th St,11103,Multifamily Housing,0,1930,61000,1,6,115,,,6.47,Multifamily Home,,0,1519349.95,84,,,,84,,,4674979.37,
1012747502, 1035250,57 W 58 Street,10019,Multifamily Housing,0,1901,80293,1,11,330.2,,,15.01,Multifamily Home,,0,4676193.77,,2918900,,,89,,,,7657118.15
1021340030,1063248,788 RIVERSIDE DR,10032,Multifamily Housing,0,1930,80678,1,10,110.6,,,6.65,,,,,,,,,,,,,
1015220020,1048388,155 East 93 Street,10128,Multifamily Housing,0,1928,77426,1,12,63.3,,,4.09,Multifamily Home,,0,377855.12,,158000,,,77,,,,4269023.37
1021800350,"1076763;1085387",620-630 Fort Washington,10040,Multifamily Housing,0,1937,148793,2,6,113,,,6.58,Multifamily Home,,0,1973821.53,,423700,,,140,,,,11487099.28
1022150465,1064643,1-11 Marble Hill Avenue,10463,Multifamily Housing,0,1927,77820,1,6,170.7,,,10.85,Multifamily Home,,0,1114243.19,,425500,,,84,,,,8406169.41
